ID,rtable_Rank,rtable_Book_Title,rtable_Author,ltable_Rank,ltable_Book_Title,ltable_Author
212,742.0,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams,115.0,The Hitchhiker's Guide to the Galaxy,Douglas Adams
213,7.0,Animal Farm,George Orwell,79.0,Animal Farm,George Orwell
214,962.0,Invisible Cities,Italo Calvino,687.0,Invisible Cities,Italo Calvino
215,1659.0,The Secret History,Donna Tartt,359.0,The Secret History,Donna Tartt
216,185.0,The Secret History,Donna Tartt,359.0,The Secret History,Donna Tartt
217,49.0,Little Women,Louisa May Alcott,127.0,Little Women,Louisa May Alcott
218,879.0,Silas Marner,George Eliot,347.0,Silas Marner,George Eliot
219,2257.0,Desert Solitaire,Edward Abbey,972.0,Desert Solitaire,Edward Abbey
220,1057.0,Quo Vadis,Henryk Sienkiewicz,1278.0,Quo Vadis,Henryk Sienkiewicz
221,1374.0,Silent Spring,Rachel Carson,118.0,Silent Spring,Rachel Carson
222,199.0,Madame Bovary,Gustave Flaubert,20.0,Madame Bovary,Gustave Flaubert
223,145.0,The Cat in the Hat (The Cat in the Hat  #1),Dr. Seuss,990.0,The Cat in the Hat,Dr. Seuss
224,184.0,Heart of Darkness,Joseph Conrad,21.0,Heart of Darkness,Joseph Conrad
225,458.0,Cannery Row (Cannery Row  #1),John Steinbeck,1581.0,Cannery Row,John Steinbeck
226,1499.0,Out of Africa,Isak Dinesen,322.0,Out of Africa,Isak Dinesen
227,408.0,The Goldfinch,Donna Tartt,350.0,The Goldfinch,Donna Tartt
228,204.0,Treasure Island,Robert Louis Stevenson,99.0,Treasure Island,Robert Louis Stevenson
229,318.0,Doctor Zhivago,Boris Pasternak,143.0,Doctor Zhivago,Boris Pasternak
230,178.0,A Midsummer NightÕs Dream,William Shakespeare,446.0,A Midsummer Night's Dream,William Shakespeare
231,311.0,Robinson Crusoe,Daniel Defoe,103.0,Robinson Crusoe,Daniel Defoe
232,1710.0,Being and Time,Martin Heidegger,1613.0,Being and Time,Martin Heidegger
233,20.0,The Little Prince,Antoine de Saint-ExupŽry,71.0,The Little Prince,Antoine de Saint-ExupŽry
234,213.0,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,894.0,The Clan of the Cave Bear,Jean M. Auel
235,1004.0,Life  the Universe and Everything (The Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,115.0,The Hitchhiker's Guide to the Galaxy,Douglas Adams
236,369.0,High Fidelity,Nick Hornby,749.0,High Fidelity,Nick Hornby
237,1934.0,Demon Copperhead,Barbara Kingsolver,850.0,Demon Copperhead,Barbara Kingsolver
238,589.0,The History of Love,Nicole Krauss,2176.0,The History of Love,Nicole Krauss
239,1091.0,The Satanic Verses,Salman Rushdie,423.0,Satanic Verses,Salman Rushdie
240,101.0,Atlas Shrugged,Ayn Rand,243.0,Atlas Shrugged,Ayn Rand
241,45.0,The Secret Garden,Frances Hodgson Burnett,783.0,The Secret Garden,Frances Hodgson Burnett
242,1118.0,Memoirs of Hadrian,Marguerite Yourcenar,279.0,Memoirs of Hadrian,Marguerite Yourcenar
243,686.0,Song of Solomon,Toni Morrison,183.0,Song of Solomon,Toni Morrison
244,578.0,The Bluest Eye,Toni Morrison,514.0,The Bluest Eye,Toni Morrison
245,219.0,David Copperfield,Charles Dickens,42.0,David Copperfield,Charles Dickens
246,138.0,In Cold Blood,Truman Capote,131.0,In Cold Blood,Truman Capote
247,1006.0,The Day of the Triffids,John Wyndham,752.0,The Day of the Triffids,John Wyndham
248,1456.0,Richard III,William Shakespeare,692.0,Richard III,William Shakespeare
249,441.0,Brideshead Revisited,Evelyn Waugh,346.0,Brideshead Revisited,Evelyn Waugh
250,2366.0,Kristin Lavransdatter,Sigrid Undset,558.0,Kristin Lavransdatter,Sigrid Undset
251,983.0,The Tin Drum,GŸnter Grass,98.0,The Tin Drum,GŸnter Grass
252,1077.0,Harriet the Spy,Louise Fitzhugh,2408.0,Harriet the Spy,Louise Fitzhugh
253,1104.0,The Red Badge of Courage - Annotated [Enriched Classics],Stephen Crane,308.0,The Red Badge of Courage,Stephen Crane
254,1914.0,Guns  Germs  and Steel: The Fates of Human Societies,Jared Diamond,448.0,Guns  Germs  and Steel,Jared Diamond
255,44.0,The Princess Bride,William Goldman,579.0,The Princess Bride,William Goldman
256,19.0,The Great Gatsby,F. Scott Fitzgerald,5.0,The Great Gatsby,F. Scott Fitzgerald
257,1948.0,The Fall of the House of Usher and Other Tales,Edgar Allan Poe,991.0,The Fall of the House of Usher,Edgar Allan Poe
258,765.0,The Hunt for Red October (Jack Ryan  #3),Tom Clancy,2388.0,The Hunt for Red October,Tom Clancy
259,202.0,The Neverending Story,Michael Ende,1310.0,The Neverending Story,Michael Ende
260,598.0,Dandelion Wine,Ray Bradbury,2392.0,Dandelion Wine,Ray Bradbury
261,2143.0,Under the Volcano,Malcolm Lowry,108.0,Under the Volcano,Malcolm Lowry
262,1631.0,The Second Sex,Simone de Beauvoir,384.0,The Second Sex,Simone de Beauvoir
263,79.0,The Color Purple,Alice Walker,55.0,The Color Purple,Alice Walker
264,385.0,To the Lighthouse,Virginia Woolf,31.0,To the Lighthouse,Virginia Woolf
265,98.0,The Poisonwood Bible,Barbara Kingsolver,318.0,The Poisonwood Bible,Barbara Kingsolver
266,1100.0,The End of the Affair,Graham Greene,299.0,The End of the Affair,Graham Greene
267,865.0,Light in August,William Faulkner,194.0,Light in August,William Faulkner
268,1686.0,The Right Stuff,Tom Wolfe,304.0,The Right Stuff,Tom Wolfe
269,336.0,Breakfast at Tiffany's and Three Stories,Truman Capote,335.0,Breakfast at Tiffany's,Truman Capote
270,218.0,The Canterbury Tales,Geoffrey Chaucer,70.0,The Canterbury Tales,Geoffrey Chaucer
271,200.0,The Mists of Avalon (Avalon  #1),Marion Zimmer Bradley,868.0,The Mists of Avalon,Marion Zimmer Bradley
272,1.0,The Hunger Games (The Hunger Games  #1),Suzanne Collins,507.0,The Hunger Games,Suzanne Collins
273,2009.0,Lord Jim,Joseph Conrad,147.0,Lord Jim,Joseph Conrad
274,321.0,Midnight's Children,Salman Rushdie,34.0,Midnight's Children,Salman Rushdie
275,144.0,The Divine Comedy,Dante Alighieri,12.0,The Divine Comedy,Dante Alighieri
276,444.0,Sense and Sensibility,Jane Austen,844.0,Sense and Sensibility,Jane Austen
277,1942.0,To Say Nothing of the Dog (Oxford Time Travel  #2),Connie Willis,1732.0,To Say Nothing of the Dog,Connie Willis
278,915.0,The Pilgrim's Progress,John Bunyan,311.0,Pilgrim's Progress,John Bunyan
279,2094.0,A Wild Sheep Chase (The Rat  #3),Haruki Murakami,1032.0,A Wild Sheep Chase,Haruki Murakami
280,1042.0,The Red and the Black,Stendhal,46.0,The Red and the Black,Stendhal
281,687.0,Angle of Repose,Wallace Stegner,586.0,Angle of Repose,Wallace Stegner
282,521.0,Julius Caesar,William Shakespeare,1584.0,Julius Caesar,William Shakespeare
283,873.0,The Maltese Falcon,Dashiell Hammett,222.0,The Maltese Falcon,Dashiell Hammett
284,2231.0,The Pickwick Papers,Charles Dickens,245.0,The Pickwick Papers,Charles Dickens
285,411.0,A Christmas Carol,Charles Dickens,545.0,A Christmas Carol,Charles Dickens
286,304.0,A Separate Peace,John Knowles,636.0,A Separate Peace,John Knowles
287,605.0,The Wasp Factory,Iain Banks,549.0,The Wasp Factory: A Novel,Iain Banks
288,1238.0,Darkness at Noon,Arthur Koestler,338.0,Darkness at Noon,Arthur Koestler
289,1150.0,Zorba the Greek,Nikos Kazantzakis,339.0,Zorba the Greek,Nikos Kazantzakis
290,890.0,The Horse Whisperer,Nicholas Evans,1086.0,The Horse Whisperer,Nicholas Evans
291,23.0,Crime and Punishment,Fyodor Dostoevsky,10.0,Crime and Punishment,Fyodor Dostoevsky
292,530.0,Interpreter of Maladies,Jhumpa Lahiri,831.0,Interpreter of Maladies,Jhumpa Lahiri
293,274.0,Fear and Loathing in Las Vegas,Hunter S. Thompson,158.0,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson
294,349.0,A Fine Balance,Rohinton Mistry,405.0,A Fine Balance,Rohinton Mistry
295,26.0,Les MisŽrables,Victor Hugo,60.0,Les MisŽrables,Victor Hugo
296,721.0,Naked Lunch,William S. Burroughs,364.0,Naked Lunch,William S. Burroughs
297,139.0,The Scarlet Letter,Nathaniel Hawthorne,93.0,The Scarlet Letter,Nathaniel Hawthorne
298,3.0,Pride and Prejudice,Jane Austen,11.0,Pride and Prejudice,Jane Austen
299,36.0,Of Mice and Men,John Steinbeck,154.0,Of Mice and Men,John Steinbeck
300,758.0,Ethan Frome,Edith Wharton,305.0,Ethan Frome,Edith Wharton
301,1028.0,Notes from Underground,Fyodor Dostoevsky,362.0,Notes from the Underground,Fyodor Dostoevsky
302,275.0,The Sound and the Fury,William Faulkner,27.0,The Sound and the Fury,William Faulkner
303,172.0,The Three Musketeers,Alexandre Dumas,240.0,The Three Musketeers,Alexandre Dumas
304,2074.0,Death in Venice,Thomas Mann,438.0,Death in Venice,Thomas Mann
305,134.0,The Name of the Rose,Umberto Eco,166.0,The Name of the Rose,Umberto Eco
306,1210.0,The White Tiger,Aravind Adiga,683.0,The White Tiger,Aravind Adiga
307,986.0,Brave New World / Brave New World Revisited,Aldous Huxley,52.0,Brave New World,Aldous Huxley
308,896.0,A Doll's House,Henrik Ibsen,276.0,A Doll's House,Henrik Ibsen
309,562.0,Foucault's Pendulum,Umberto Eco,1753.0,Foucault's Pendulum,Umberto Eco
310,2114.0,The Gulag Archipelago 1918Ð1956,Aleksandr Solzhenitsyn,309.0,The Gulag Archipelago,Aleksandr Solzhenitsyn
311,317.0,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,892.0,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig
312,1652.0,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,995.0,The Mysterious Affair at Styles,Agatha Christie
313,693.0,The Shell Seekers,Rosamunde Pilcher,541.0,The Shell Seekers,Rosamunde Pilcher
314,1641.0,Nickel and Dimed,Barbara Ehrenreich,2359.0,Nickel And Dimed,Barbara Ehrenreich
315,1973.0,The Return of the Native,Thomas Hardy,1586.0,The Return of the Native,Thomas Hardy
316,189.0,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,982.0,Murder on the Orient Express,Agatha Christie
317,646.0,Corelli's Mandolin,Louis de Bernires,559.0,Corelli's Mandolin,Louis de Bernires
318,27.0,Lord of the Flies,William Golding,53.0,Lord of the Flies,William Golding
319,352.0,Infinite Jest,David Foster Wallace,241.0,Infinite Jest,David Foster Wallace
320,378.0,Northanger Abbey,Jane Austen,2307.0,Northanger Abbey,Jane Austen
321,430.0,The Complete Poems of Emily Dickinson,Emily Dickinson,111.0,Poems of Emily Dickinson,Emily Dickinson
322,68.0,The Bell Jar,Sylvia Plath,164.0,The Bell Jar,Sylvia Plath
323,14.0,Wuthering Heights,Emily Bront‘,13.0,Wuthering Heights,Emily Bront‘
324,1142.0,The Day of the Jackal,Frederick Forsyth,615.0,The Day of the Jackal,Frederick Forsyth
